Song,Avg Rank,Best Rank,Weeks on Chart
This Is My Dirt,97.0,96,2
This Is What It Feels Like,96.0,96,1
This Is What You Came For,11.90625,3,32
This Kiss,86.0,86,1
This Love (Taylor's Version),46.0,42,2
This Ole Boy,92.44444444444444,87,9
This Summer's Gonna Hurt...,42.69230769230769,23,13
This Sunday,77.0,77,1
This Town,42.45454545454545,20,22
This World's A Giant,49.0,49,1
Thorns,91.0,91,1
Those Kinda Nights,58.5,31,2
Thot Shit,41.85,16,20
Thotiana,27.15,8,20
Thought I Knew You,98.0,98,1
Thought I Was Dead,51.5,32,4
Thought I Was Playing,57.666666666666664,23,3
Thought You Should Know,46.88461538461539,7,52
Thousand Miles,49.875,15,16
Three,100.0,100,1
Thrift Shop,22.979591836734695,1,49
Thriller,33.1,19,10
Thriller / Heads Will Roll,56.5,38,2
Throat Baby (Go Baby),60.86363636363637,24,22
Throw It Away,41.0,41,1
Throw Sum Mo,57.75,30,20
Throw That,98.0,98,1
Thru Your Phone,74.66666666666667,50,3
Thug Life,95.0,95,1
Thug Love,73.0,73,1
Thug Of Spades,99.0,99,1
Thump Shit,79.0,79,1
Thunder,34.666666666666664,4,51
Thunder y Lightning,80.0,80,1
Thunderclouds,81.0,67,5
TiK ToK,14.296296296296296,1,27
Tic Tac Toe,72.0,72,1
Tick Tock,96.0,96,1
Ticking,54.0,29,3
Tie Me Down,29.625,22,16
Tie That Binds,66.0,66,1
Tighten Up,91.25,87,4
Tiimmy Turner,40.1,34,20
Tik Tok,61.0,61,1
Til Further Notice,61.5,38,2
Til It Happens To You,95.0,95,1
Til It's Gone,76.78571428571429,60,14
Til My Last Day,69.85,51,20
Till I'm Gone,94.25,90,4
Till The World Ends,18.125,3,24
Timber,18.384615384615383,1,39
Time,57.80952380952381,41,21
Time After Time,65.0,65,1
Time Flies,62.0,30,2
Time Heals,99.0,99,1
Time I'm On,79.0,79,1
Time Is Love,68.44,44,25
Time Kills (Love Birds),95.0,95,1
Time Of Our Lives,29.555555555555557,9,27
Time Today,47.65,31,20
Time Warp,89.0,89,1
Timeless,39.333333333333336,3,12
Timeless (Taylor's Version) (From The Vault),48.0,48,1
Tin Man,75.0,75,1
Tip It On Back,80.6875,66,16
Tip Of My Tongue,82.3,73,20
Tip Toe,83.0,73,7
Titanic,38.0,14,2
Titanium,27.151515151515152,7,33
Titi Me Pregunto,18.333333333333332,5,30
Title,100.0,100,1
To Be Loved,32.0,32,1
To Be Loved By You,64.15,41,20
To Die For,75.83333333333333,46,6
To Sir With Love,75.0,75,1
To Summer; From Cole (Audio Hug),63.0,63,1
To The Bone,83.0,83,1
To The Max,64.25,53,4
To The Moon!,61.8,38,20
To The World,85.0,70,2
Tobey,57.4,24,5
Today,77.9090909090909,67,11
Today Is Your Day,66.0,66,1
Today Was A Fairytale,46.55555555555556,2,18
Todo de Ti,58.7,32,20
Told My,81.0,81,1
Tolerate It,45.0,45,1
Tom Ford,68.9,39,20
Tom's Diner,84.66666666666667,78,3
Tombstone,67.45454545454545,11,22
Tommy Lee,76.5,65,2
Tomorrow,56.26086956521739,36,23
Tomorrow 2,35.31818181818182,9,22
Tomorrow Me,79.0,61,4
Tongue Tied,61.6,42,20
Tonight (Best You Ever Had),90.5,79,12
Tonight (I'm Lovin' You),15.96,4,25
Tonight I'm Getting Over You,90.0,90,1
Tonight Is The Night,52.9,38,20
Tonight Looks Good On You,67.77777777777777,46,18
Tonight Tonight,29.466666666666665,7,30
Too Close,38.2,7,45
Too Comfortable,75.0,75,1
Too Cool To Die,87.0,87,1
Too Easy,70.125,16,16
Too Fast,54.0,23,3
Too Good,26.482758620689655,14,29
Too Good At Goodbyes,12.826086956521738,4,23
Too Hotty,95.75,91,4
Too Late,45.0,28,2
Too Many Nights,76.3076923076923,22,13
Too Much,78.0,44,7
Too Much Sauce,70.0,50,20
Too Much To Ask,89.81818181818181,66,11
Too Sweet,9.529411764705882,1,34
Took Her To The O,78.875,47,8
Took His Time,65.0,65,1
Toosie Slide,25.75,1,20
Toot It And Boot It,78.45454545454545,67,11
Toothbrush,67.1,44,10
Top Floor,55.0,55,1
Top Of The World,83.53846153846153,73,13
Top Off,64.71428571428571,22,7
Top Priority,64.0,64,1
Top Sound,86.0,86,1
Topanga,69.8,52,5
Topia Twins,58.0,17,4
Tore Up,78.0,78,1
Tornado,65.9,51,20
Total Eclipse Of The Heart,62.333333333333336,16,3
Touch The Sky,81.0,81,1
Touchin On My,69.0,49,2
Touchin; Lovin,58.1,43,20
Tough,65.0,33,5
Tourniquet,70.58333333333333,20,12
Towers,94.0,94,1
Toxic,61.166666666666664,16,6
Toxic Punk,99.0,99,1
Toxic Waste,98.0,98,1
Track Star,49.1,31,20
Tradesman,63.0,44,2
Trae The Truth In Ibiza,66.0,66,1
Tragic,76.0,76,1
Trailerhood,97.75,97,4
Train Food,64.0,64,1
Training Season,63.8,27,10
Traitor,30.08,9,25
Trampoline,40.35897435897436,13,39
Trance,78.42105263157895,42,19
Transportin',69.8125,46,16
Trap Queen,17.942307692307693,2,52
Trap This Way (This Way),68.0,68,1
Trap Trap Trap,97.0,97,1
Trapped In The Sun,53.0,53,1
Trauma,61.0,61,1
Traveller,87.0,87,1
Treacherous (Taylor's Version),54.0,54,1
Treacherous Twins,52.333333333333336,14,3
Treasure,18.91304347826087,5,23
Treat Me,81.0,81,1
Treat You Better,22.58974358974359,6,39
Tried Our Best,53.5,21,2
Triggered,83.0,51,4
Trillionaire,78.25,34,4
Trip,30.074074074074073,11,27
Trollz,43.0,1,4
Trophies,63.85,50,20
Trouble,72.66666666666667,31,6
Trouble With A Heartbreak,56.1,32,20
Troublemaker,45.3,25,20
Truck Bed,64.04878048780488,27,41
Truck Yeah,64.5,57,16
True Colors,66.66666666666667,48,3
True Love,62.76470588235294,22,17
True Story,48.0,30,2
Truffle Butter,30.7,14,20
Trumpets,47.28125,14,32
Trust,98.0,98,1
Trust Issues,58.0,58,1
Trust Nothing,97.0,97,1
Trustfall,92.0,82,4
Truth About You,73.07692307692308,54,13
Truth Hurts,16.238095238095237,1,42
Try,50.09090909090909,9,44
Try Everything,75.33333333333333,63,9
Try Me,59.31818181818182,26,22
Try Sleeping With A Broken Heart,54.733333333333334,44,15
Try That In A Small Town,40.15,1,20
Tu Boda,24.6,22,5
Tu Con El,69.0,69,1
Tu Name,83.78571428571429,66,14
Tucson Too Late,87.15384615384616,71,13
Tuesday,33.27272727272727,12,22
Tulum,65.42857142857143,43,14
Tunnel Vision,24.55,6,20
Tunnel Vision (Outro),79.0,79,1
Turks,71.36363636363636,17,11
Turks & Caicos,77.23076923076923,24,13
Turn Around (5 4 3 2 1),98.0,98,1
Turn Down For What,22.054054054054053,4,37
Turn Me On,24.444444444444443,4,27
Turn On The Lights,66.15,50,20
Turn On The Radio,76.11111111111111,53,18
Turn The Lights Back On,62.0,62,1
Turn The Night Up,71.0,61,6
Turn The Page,90.0,90,1
Turn To You (Mother's Day Dedication),60.0,60,1
Turn Up The Music,53.85,10,20
Turn Yo Clic Up,84.5,83,2
Turning Tables,77.5,63,4
Turtle Race,57.0,57,1
Tus Gafitas,73.0,73,1
Tusa,67.66666666666667,42,21
Tuscan Leather,81.0,81,1
Twerk,54.0,29,13
Twerkulator,85.66666666666667,51,9
Twisted,77.0,77,1
Two,80.0,80,1
Two Birds; One Stone,73.0,73,1
Two Black Cadillacs,62.6,41,20
Two Is Better Than One,26.0,18,12
Two Night Town,76.0,76,1
Tycoon,76.0,76,1
Tyler Herro,68.8,34,20
Type Of Way,66.45,50,20
Type Shit,42.75,2,20
Tyrant,66.0,44,2
U 2 Luv,75.875,66,8
U Can't Touch This,92.0,92,1
U Guessed It,94.5,90,4
U My Everything,75.82352941176471,44,17
U Played,74.0,53,5
U Smile,78.75,27,4
U With Me?,68.5,44,4
U-Digg,77.0,52,3
U.O.E.N.O.,45.7,20,20
UP!,66.55,46,20
Uber Everywhere,68.85,51,20
Ulay; Oh,58.0,58,1
Ultralight Beam,78.5,67,2
Ultraviolence,70.0,70,1
Uma Thurman,48.111111111111114,22,27
Umbrella,44.666666666666664,23,3
Umm Hmm,37.0,37,1
Un Coco,79.66666666666667,56,3
Un Dia (One Day),74.28571428571429,63,14
Un Preview,66.85714285714286,43,7
Un Ratito,76.8125,16,16
Un Verano Sin Ti,55.0,55,1
Un x100to,28.2,5,20
Un-Thinkable (I'm Ready),38.1,21,20
UnFazed,84.0,84,1
Una Noche En Medellin (Remix),68.0,68,1
Una Velita,79.0,79,1
Unaccommodating,66.5,36,2
Unbroken,98.0,98,1
Uncle M,81.0,81,1
Unconditionally,40.4,14,20
Undecided,61.166666666666664,35,12
Undefeated,87.0,84,2
Under And Over It,77.0,77,1
Under Enemy Arms,94.0,94,1
Under Pressure,45.0,45,1
Under The Influence,26.29268292682927,12,41
Under The Mistletoe,69.66666666666667,59,3
Under The Sun,66.0,44,3
Underdog,83.2,69,5
Underneath The Tree,30.037037037037038,11,27
Undivided,88.0,76,2
Undo It,42.36842105263158,23,19
Undrunk,75.16666666666667,61,6
Unforgettable,34.459016393442624,3,61
Ungrateful,82.0,82,1
Unholy,13.6,1,35
Unica,72.0,72,1
United In Grief,43.5,8,2
Unloyal,48.0,48,1
Uno,88.33333333333333,82,3
Unstable,62.0,62,1
Unsteady,42.14705882352941,20,34
Unstoppable,59.108695652173914,28,46
Until I Bleed Out,80.0,80,1
Until I Found You,55.19512195121951,23,41
Untitled 02 l 06.23.2014.,79.0,79,1
Untitled 07 l Levitate,90.0,90,1
Untouchable,92.33333333333333,86,3
Unusual,80.36363636363636,68,11
Up,13.7,1,20
Up All Night,77.0,49,18
Up Down,68.55,49,20
Up Down (Do This All Day),74.25,62,20
Up On The Ridge,99.0,99,1
Up Out My Face,100.0,100,1
Up The Side,80.0,80,1
Up To Something,100.0,100,1
Up To The Mountain,57.0,57,1
Up Up And Away,60.0,42,2
Uprising,62.2,51,5
Uproar,43.0,7,20
Uptown Funk!,12.375,1,56
Uptown Girl,68.0,68,1
Uptown Vibes,72.0,39,3
Urgency,76.0,76,1
Us Vs. Them,96.0,96,1
Us.,55.0,36,2
Usain Boo,81.0,81,1
Use Somebody,34.7,25,10
Use This Gospel,37.0,37,1
Use This Gospel (Remix),49.0,49,1
Used,73.0,30,6
Used 2,78.0,78,1
Used To,87.5,84,2
Used To Be Young,31.952380952380953,8,21
Used To Love You,68.0,52,9
Used To Love You Sober,82.0,82,1
Used To This,53.166666666666664,14,18
V. 3005,78.0,64,20
V.S.O.P.,91.25,89,4
VIBEZ,58.1,21,20
VVS,54.0,54,1
Va Va Voom,56.3,22,20
Vaina Loca,97.0,94,2
Valentino,92.0,92,1
Valerie,54.0,54,1
Valuable Pain,88.5,87,2
Vamp Anthem,90.0,90,1
Vampire,21.428571428571427,1,35
Vanilla Twilight,89.75,72,4
Vegas,30.533333333333335,10,30
Velvet,53.0,53,1
Venetia,39.0,39,1
Venom,63.0,43,5
Venus,32.0,32,1
Versace,99.0,99,1
Versace On The Floor,62.714285714285715,33,14
Vertigo,89.0,89,1
Vete,81.11111111111111,33,18
Vette Motors,84.66666666666667,62,3
Vibe,76.0,76,1
Vice,66.73684210526316,47,19
Vice City,89.0,89,1
Victoria's Secret,55.68,35,25
Victorious,93.75,89,4
Victory Lap,100.0,100,1
Video Games,91.0,91,1
Video Phone,98.0,98,1
Views,86.0,86,1
Vigilante Shit,52.833333333333336,10,6
Ville Mentality,57.0,24,2
Vino Tinto,91.0,91,1
Violent Crimes,56.0,27,2
Viral Moment,91.0,91,1
Virginia Beach,61.714285714285715,3,14
Virgo's Groove,43.0,43,1
Visiting Hours,75.0,75,1
Vivir Mi Vida,97.4,92,5
Voice Of The Heroes,61.333333333333336,21,3
Voices,70.8,53,20
Void,61.0,61,1
Volando,89.0,89,1
Volvi,71.16666666666667,22,18
Voodoo,39.0,39,1
Vou 787,53.0,53,1
Vuelve Candy B,70.0,70,1
Vultures,59.5,34,2
W O R K I N  M E,72.26666666666667,52,15
WAKA,66.66666666666667,51,3
WAP,18.416666666666668,1,24
WE (Warm Embrace),79.0,79,1
WFM,78.75,67,4
WHARF TALK,89.0,89,1
WHAT TO DO?,78.0,56,2
WTF,99.0,99,1
WTF (Where They From),68.71428571428571,22,14
WTFYM,52.0,52,1
WUSYANAME,71.85714285714286,14,7
Waffle House,74.81818181818181,57,11
Wagon Wheel,37.80769230769231,15,26
Wait,40.625,24,24
Wait For A Minute,68.0,68,1
Wait For U,17.4390243902439,1,41
Wait In The Truck,55.5,23,34
Waited 2 Late,93.0,93,1
Waiting For Superman,83.82352941176471,66,17
Waiting For The End,69.30434782608695,42,23
Waiting On A Miracle,71.08333333333333,48,12
Waka Waka (This Time For Africa),65.83333333333333,38,18
Wake Me Up!,22.01851851851852,4,54
Wake Up,72.75,30,20
Wake Up In The Sky,26.23076923076923,11,26
Wake Up Lovin' You,99.0,99,2
Walk,91.5,83,14
Walk Em Down,54.9,38,20
Walk Em Down (Don't Kill Civilians),52.0,52,1
Walk It Talk It,26.954545454545453,10,22
Walk Me Home,64.15,49,20
Walk On Water,58.75,14,4
Walk Thru,86.71428571428571,74,7
Walking,96.0,94,5
Walking On A Dream,85.0,65,5
Walking On Air,34.0,34,1
Wandered To LA.,75.0,49,5
Wanna Be,31.17391304347826,11,23
Wanna Be Loved,100.0,100,1
Wanna Be Startin' Somethin',78.0,78,1
Wanna Be That Song,69.5,46,20
Want Me Dead,59.0,59,1
Want To Want Me,22.085714285714285,5,35
Want U Back,34.15,12,20
Want You Back,61.0,61,1
Wanted,41.84782608695652,16,46
Wanted You,77.57142857142857,64,7
Wanted You More,83.2,34,5
Wants And Needs,33.714285714285715,2,21
War,62.5,52,2
War Bout It,62.5,41,2
Warm It Up,98.0,98,1
Warning,72.4,42,5
Wash Us In The Blood,62.0,49,2
Wassup,68.5,54,2
Waste It On Me,89.0,89,1
Wasted,74.52380952380952,49,21
Wasted Love,14.0,14,1
Wasted On You,36.526315789473685,9,57
Wasted Time,72.6470588235294,51,17
Wasted Times,55.333333333333336,27,3
Wasting All These Tears,61.0,37,20
Wasting Angels,56.0,56,1
Wasting Time,81.0,49,3
Wat U Mean (Aye; Aye; Aye),80.11764705882354,66,17
Watch,57.8,16,5
Watch Me,28.462962962962962,3,54
Watch Out,84.36363636363636,64,11
Watch The World Burn,83.0,83,1
Watch This (ARIZONATEARS Pluggnb Remix),70.83333333333333,56,6
Water,43.39622641509434,7,53
Water (Drowning Pt. 2),97.0,97,1
Water Under The Bridge,48.45454545454545,26,22
Waterfall Flow,45.0,45,1
Watermelon Moonshine,50.75,21,20
Watermelon Sugar,31.128205128205128,1,39
Waves,46.09090909090909,14,44
Wavin' Flag,88.16666666666667,82,6
Way 2 Sexy,22.35,1,20
Way Down We Go,78.5,54,8
Way Less Sad,75.86666666666666,54,15
Way Out,86.0,74,4
Way Out Here,91.66666666666667,85,9
Way Too Cold,86.0,86,1
We Are,88.0,88,1
We Are Never Ever Getting Back Together,15.291666666666666,1,24
We Are Never Ever Getting Back Together (Taylor's Version),55.0,55,1
We Are One (Ole Ola) [The 2014 FIFA World Cup Official Song],86.5,59,6
We Are The World 25: For Haiti,41.2,2,5
We Are Tonight,75.05263157894737,60,19
We Are Young,24.42222222222222,1,45
We Back,76.9375,62,16
We Ball,96.0,96,1
We Can't Be Friends (Wait For Your Love),20.869565217391305,1,23
We Can't Stop,15.192307692307692,2,26
We Cry Together,56.5,16,2
We Dem Boyz,64.9,43,20
We Didn't Have Much,68.61538461538461,41,13
We Didn't Start The Fire,94.0,94,1
We Don't Fight Anymore,86.16666666666667,67,12
We Don't Get Down Like Y'all,78.0,78,1
We Don't Talk About Bruno,15.3,1,20
We Don't Talk Anymore,32.416666666666664,9,24
We Don't Trust You,49.5,8,4
We Found Love,16.069767441860463,1,43
We Go Up,58.0,58,1
We Good,82.0,82,1
We Got The Beat,83.0,83,1
We Jus Wanna Get High,45.0,45,1
We Know The Way,95.5,93,2
We Might Be Dead By Tomorrow,9.0,9,1
We No Speak Americano,54.8,29,20
We Own It (Fast & Furious),56.0,16,7
We Own The Night,94.0,94,1
We Owned The Night,53.9,31,20
We Paid,39.40909090909091,10,22
We Pray,87.0,87,1
We R Who We R,12.5,1,20
We Ride,79.11764705882354,56,17
We Run The Night,55.86363636363637,26,22
We Should,91.0,91,1
We Still Don't Trust You,55.0,22,2
We Still In This B****,73.35,64,20
We The People....,77.0,77,1
We Went,80.6923076923077,60,13
We Were,82.6,65,15
We Were Us,60.6,26,20
We'll Be A Dream,83.83333333333333,76,6
We'll Be Fine,89.0,89,1
We're Good,50.55555555555556,31,18
We've Got Tonight,97.0,97,1
Weak,85.63636363636364,73,11
Weather The Storm,91.0,91,1
Weeeeee,80.0,80,1
Welcome Christmas,59.0,59,1
Welcome To My Hood,88.0,79,7
Welcome To New York,58.5,48,2
Welcome To New York (Taylor's Version),45.5,14,2
Welcome To The Party,87.25,78,4
Werewolf,81.0,81,1
Wesley's Theory,91.0,91,1
West Coast,58.5,17,2
West Coast Shit,65.0,65,1
West Side,71.0,71,1
Weston Road Flows,69.0,54,2
Wet Dreamz,76.4,61,20
Wet The Bed,83.5,77,10
Wet. (She Got That...),92.0,92,1
What A Man Gotta Do,50.25,16,12
What About Love,76.44444444444444,66,9
What About Me,24.0,24,1
What About Us,33.523809523809526,13,21
What Are Words,83.0,83,1
What Are You So Afraid Of,65.0,65,1
What Do I Know?,83.0,83,1
What Do You Mean?,12.35483870967742,1,31
What Do You Want,65.75,52,20
What Doesn't Kill You (Stronger),66.0,66,1
What Don't Belong To Me,66.0,40,2
What Else Can I Do?,53.42857142857143,27,14
What Happened To Virgil,52.25,22,20
What Happens In A Small Town,80.14285714285714,53,14
What He Didn't Do,64.6470588235294,37,17
What I Did For Love,51.0,51,1
What If,83.0,76,3
What If I Never Get Over You,75.76190476190476,40,21
What If I Told You That I Love You,95.0,95,1
What Ifs,49.26086956521739,26,23
What It Feels Like,51.0,51,1
What It Is (Block Boy),53.827586206896555,29,29
What Kind Of Man,94.0,88,2
What Lovers Do,21.428571428571427,9,21
What Makes You Beautiful,19.147058823529413,4,34
What Makes You Country,69.0909090909091,54,11
What My World Spins Around,59.714285714285715,40,28
What Now,71.75,25,8
What She Wants Tonight,68.94117647058823,46,17
What That Speed Bout!?,35.0,35,1
What The Hell,30.7,11,20
What The Water Gave Me,91.0,91,1
What The World Needs Now Is Love,86.0,86,1
What They Want,92.0,83,8
What Was I Made For?,30.142857142857142,14,35
What We Ain't Got,92.0909090909091,89,11
What Would Meek Do?,75.0,75,1
What Would Pluto Do,55.0,18,3
What You Know Bout Love,30.095238095238095,9,42
What You Need,82.0,82,1
What You Want,68.0,68,1
What's Free,40.5,20,2
What's Good,85.0,85,1
What's Love??,94.0,94,1
What's My Name,76.66666666666667,61,3
What's My Name?,16.727272727272727,1,22
What's Next,45.0625,1,16
What's The Move,55.0,55,1
What's Wrong,93.0,93,1
What's Wrong With Them,42.0,42,1
What's Your Country Song,52.857142857142854,29,21
Whataya Want From Me,34.58620689655172,10,29
Whatcha Say,27.923076923076923,6,13
Whatchu Kno About Me,28.333333333333332,17,6
Whatever It Takes,33.74074074074074,12,27
Whatever She Wants,38.31578947368421,19,19
Whatever She's Got,54.0,35,21
Whatever You Need,73.6923076923077,51,13
Whats Poppin,30.372549019607842,2,51
Whatsapp (Wassam),78.5,62,2
When A Woman Loves,93.0,93,1
When Doves Cry,14.0,8,2
When Emma Falls In Love (Taylor's Version) (From The Vault),34.0,34,1
When I Get You Alone,47.0,47,1
When I Grow Up,78.0,78,1
When I Look At You,64.0,16,13
When I See This Bar,91.28571428571429,84,7
When I Was Your Man,26.75,1,36
When I'm Alone,97.0,97,1
When I'm Gone,83.5,57,8
When It Comes To You,97.5,97,2
When It Rains It Pours,51.5,33,20
When She Says Baby,55.8,38,20
When The Party's Over,59.8125,29,32
When To Say When,35.0,35,1
When We,89.75,78,20
When We Stand Together,63.3125,44,16
When We Were Young,40.75,14,20
When You Down,90.0,90,1
When You're Gone,59.666666666666664,38,15
When You're Young,81.0,81,1
Where Are U Now,32.93333333333333,8,45
Where Do Broken Hearts Go,88.0,88,1
Where Have You Been,20.615384615384617,5,26
Where I Come From,85.8,71,15
Where It Ends,63.34615384615385,32,26
Where It's At (Yep; Yep),68.45,42,20
Where My Twin @,62.0,62,1
Where She Goes,49.6,8,20
Where The Wild Things Are,50.13636363636363,26,22
Where Them Girls At,46.61904761904762,14,21
Where Ya At,46.56,28,25
Where You At,82.16666666666667,64,6
Where You Belong,95.0,95,1
Wherever I Go,70.0,55,12
Whip,75.0,75,1
Whip My Hair,45.111111111111114,11,18
Whiskey,96.5,94,2
Whiskey And Rain,68.1,37,20
Whiskey Friends,68.5,35,4
Whiskey Glasses,41.592592592592595,17,27
Whiskey In My Water,70.5,52,18
Whiskey On You,67.32352941176471,43,34
Whiskey Whiskey,52.0,21,20
Whiskey'd My Way,83.0,83,1
Whisper,94.0,94,1
Whispers In The Dark,89.5,81,4
Whistle,27.79310344827586,1,29
White Christmas,26.727272727272727,14,22
White Horse,43.724137931034484,12,29
White Iverson,37.9,14,30
White Liar,58.3,47,10
White Sand,64.0,64,1
White Teeth,78.0,78,1
White Walls,41.95454545454545,15,22
Who,31.944444444444443,12,18
Who Are You When I'm Not Looking,59.45,46,20
Who Booty,79.06666666666666,66,15
Who Dat,93.0,93,1
Who Dat Boy,87.0,87,1
Who Dat Girl,52.6,29,15
Who Do You Love,61.3125,52,16
Who Do You Love?,66.6,54,20
Who Gon Stop Me,61.5,44,2
Who I Am,83.0,78,2
Who I Am With You,69.10526315789474,48,19
Who I Want,46.0,46,1
Who Needs Love,70.0,58,2
Who Says,35.3,21,20
Who Want Smoke??,50.45,17,20
Who You Love,64.0,48,2
Who's Afraid Of Little Old Me?,52.3,9,10
Who's In Your Head,95.0,92,6
Who's That Chick?,73.44444444444444,51,9
Who? What!,43.0,43,1
Whole Lotta Choppas,72.0,35,3
Whole Lotta Money,53.64705882352941,16,17
Whoopty,38.31818181818182,10,22
Why,92.0,92,1
Why Don't We Just Dance,50.642857142857146,35,14
Why Wait,67.4,48,20
Why We Drink,72.86666666666666,50,15
Why Why Why,84.0,84,1
Why Would I Stop?,97.0,97,1
Why Ya Wanna,69.4090909090909,50,22
Why You Always Hatin?,85.5,62,18
Wick Man,71.0,71,1
Wicked,56.8,41,20
Wicked Games,65.4,53,20
Wide Awake,15.076923076923077,2,26
Wifi Lit,53.0,53,1
Wiggle,23.333333333333332,5,21
Wild As Her,68.15625,40,32
Wild Boy,98.0,98,1
Wild Child,75.2,56,15
Wild Flower,83.0,83,1
Wild For The Night,88.25,80,16
Wild Hearts,97.0,97,1
Wild Life,87.0,87,1
Wild Ones,39.19444444444444,5,72
Wild Side,53.95,14,20
Wild Things,60.65,50,20
Wild Thoughts,12.80952380952381,2,21
Wild Wild Love,63.05555555555556,30,18
Wildest Dreams,21.333333333333332,5,27
Wildest Dreams (Taylor's Version),53.5,19,4
Wildfire,91.33333333333333,85,3
Wildflower,56.94117647058823,25,34
Wildflower And Barley,88.0,88,1
Wildflowers And Wild Horses,68.6875,48,16
Willow,37.3,1,20
Wilshire,95.0,95,1
Wind Up Missin' You,69.48484848484848,40,33
Window Pain (Outro),41.0,41,1
Window Seat,97.66666666666667,95,3
Windows Down,97.0,97,1
Wine Into Water,79.5,59,2
Wine Into Whiskey,87.89473684210526,68,19
Wine; Beer; Whiskey,100.0,100,1
Wings,91.88888888888889,79,9
Winner,44.27272727272727,28,11
Wins & Losses,79.0,79,1
Winter Wonderland,91.5,87,2
Wipe Your Eyes,80.0,80,1
Wish I Didn't Love You,69.0,69,1
Wish I Knew You,91.55555555555556,84,9
Wish Wish,78.8,19,15
Wish You Were Gay,72.0,31,11
Wish You Were Here,81.42857142857143,65,7
Wishful Drinking,64.0,47,20
Wishing,89.42857142857143,77,14
Wishing Well,46.1,5,20
Wit Da Racks,56.0,56,1
Wit It,75.0,75,1
Wit Me,86.0,80,2
With A Woman You Love,80.0,59,12
